Cell	Celltype	Location_Smooth	X	Y	Z	T	Pou3f1	Mixl1	Mesp1	Sox17	Nodal	Bmp4	Eomes	Wnt3	Wnt3a	Fgf8	Celltype_Number
cell_7537	Epi-Ect	7P	1.83E-01	2.39E+00	7.24E+00	0	1	0	0	0	0	0	0	0	0	3.46	4
cell_5512	Epi-Ect	7P	3.33E+00	-9.37E-01	6.92E+00	0	1.58	0	0	0	0	0	1	0	0	2	4
cell_7021	Epi-Ect	7P	2.81E+00	5.89E-01	6.80E+00	0	2	0	0	0	0	0	0	0	0	0	4
cell_5855	Epi-Ect	7P	2.18E+00	4.54E-01	7.24E+00	0	0	0	0	0	0	0	0	0	0	1	4
cell_6306	Epi-Ect	7P	1.87E+00	1.11E+00	6.58E+00	0	2	0	0	0	0	0	1	0	0	1	4
cell_6166	Epi-Ect	7P	1.87E+00	-9.50E-01	7.05E+00	0	1	0	0	0	0	0	0	0	0	1	4
cell_6532	Epi-Ect	7P	1.18E+00	-8.25E-01	7.34E+00	0	0	0	0	0	0	0	1	0	0	2.32	4
cell_6894	Epi-Ect	7P	5.15E-01	3.13E+00	6.82E+00	0	0	0	0	0	0	0	1	0	0	3.17	4
cell_7025	Epi-Ect	7P	-6.71E-01	1.20E+00	6.73E+00	0	0	0	0	0	0	0	0	0	0	1	4
cell_7062	Epi-Ect	7P	1.42E+00	1.37E+00	7.49E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_5682	Epi-Ect	7P	-1.42E+00	2.85E+00	6.81E+00	0	1	0	0	0	0	0	0	0	0	2.32	4
cell_6024	Epi-Ect	7P	2.31E+00	1.45E+00	7.34E+00	0	0	0	0	0	0	0	1	0	0	1.58	4
cell_6517	Epi-Ect	7P	1.19E+00	1.05E+00	7.04E+00	0	0	0	0	0	1.58	0	1	0	0	0	4
cell_5672	Epi-Ect	7P	2.30E+00	-1.24E+00	6.62E+00	0	0	0	0	0	0	0	1	1	0	2.32	4
cell_5790	Epi-Ect	7P	-1.33E+00	3.11E+00	7.40E+00	0	0	0	0	0	0	0	0	0	0	1	4
cell_5921	Epi-Ect	7P	5.49E-01	1.52E+00	7.47E+00	0	0	0	0	0	0	0	0	0	0	1.58	4
cell_5981	Epi-Ect	7P	7.43E-01	2.29E+00	6.65E+00	0	0	0	0	0	0	0	0	0	0	2.58	4
cell_6828	Epi-Ect	7P	1.41E+00	6.43E-02	7.08E+00	0	1	0	0	0	0	0	0	1	0	3	4
cell_6965	Epi-Ect	7P	-7.77E-01	1.29E+00	7.10E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_6999	Epi-Ect	7P	-2.04E+00	2.82E+00	6.88E+00	0	0	0	0	0	0	0	0	0	0	2	4
cell_6446	Epi-Ect	7P	-3.87E-01	1.79E+00	7.30E+00	0	2.32	0	0	0	0	0	0	0	0	0	4
cell_6956	Epi-Ect	7P	3.83E+00	3.40E-02	6.51E+00	0	2	0	0	0	0	0	0	0	0	1.58	4
cell_6990	Epi-Ect	7P	2.87E+00	5.36E-01	7.22E+00	0	2.81	0	0	0	0	0	0	0	0	0	4
cell_7132	Epi-Ect	7P	3.35E+00	-1.77E-01	6.56E+00	0	1.58	0	0	0	0	0	0	0	0	0	4
cell_7515	Epi-Ect	7P	-1.07E+00	2.55E+00	6.89E+00	0	1	0	0	0	0	0	0	0	0	0	4
cell_7376	Epi-Ect	7P	7.58E-02	-8.79E-03	7.41E+00	0	1	0	0	0	0	0	0	1	0	1	4
cell_6294	Epi-Ect	7P	3.05E+00	-5.21E-01	6.74E+00	0	1.58	0	0	0	0	0	1	0	0	2	4
cell_5660	Epi-Ect	7P	9.76E-01	8.37E-01	6.61E+00	0	1.58	0	0	0	0	0	0	0	0	1	4
cell_6124	Epi-Ect	7P	1.58E+00	-4.14E-01	6.70E+00	0	1	0	0	0	0	0	0	0	0	0	4
cell_7464	Epi-Ect	7P	2.47E+00	4.33E-01	7.03E+00	0	1	0	0	0	0	0	1.58	0	0	2	4
cell_6500	Epi-Ect	7P	2.31E+00	-2.06E+00	7.28E+00	0	1	0	0	0	0	0	1	0	0	0	4
cell_6195	Epi-Ect	7P	3.73E+00	-6.01E-02	6.92E+00	0	1	0	0	0	0	0	0	0	0	0	4
cell_6258	Epi-Ect	7P	8.06E-01	3.35E+00	7.35E+00	0	0	0	0	0	0	0	0	0	0	1	4
cell_6372	Epi-Ect	7P	2.85E+00	-1.51E+00	7.28E+00	0	1.58	0	0	0	0	0	0	0	0	1	4
cell_7060	Epi-Ect	7P	-9.35E-01	2.83E+00	6.93E+00	0	1	0	0	0	0	0	0	0	0	0	4
cell_7286	Epi-Ect	7P	7.63E-01	1.50E+00	6.53E+00	1	1.58	2	2.58	0	0	0	1.58	0	0	1.58	4
cell_6298	Epi-Ect	7P	3.89E-01	3.24E+00	6.51E+00	0	0	0	0	1	0	0	0	0	0	1.58	4
cell_6456	Epi-Ect	7P	3.58E+00	-2.65E-01	6.65E+00	0	2	0	0	0	0	0	0	0	0	2.32	4
cell_7080	Epi-Ect	7P	2.18E+00	-1.39E+00	7.07E+00	0	1.58	0	0	0	0	0	0	0	0	1	4
cell_7213	Epi-Ect	7P	-7.57E-01	2.43E+00	6.86E+00	0	1	0	1	0	0	0	0	0	0	3.46	4
cell_7370	Epi-Ect	7P	1.26E+00	3.53E+00	6.62E+00	0	0	0	0	0	0	0	1	0	0	0	4
cell_7534	Epi-Ect	7P	3.02E+00	-1.30E+00	6.86E+00	0	2.32	0	0	0	0	0	0	0	0	0	4
cell_5803	Epi-Ect	7P	1.76E+00	1.68E-02	6.61E+00	0	1.58	0	0	0	0	0	1.58	0	0	2.32	4
cell_6184	Epi-Ect	7P	-3.87E-01	2.19E+00	7.46E+00	0	2	0	0	0	0	0	0	0	0	0	4
cell_6074	Epi-Ect	7P	3.44E+00	-8.63E-01	7.26E+00	0	3	0	0	0	0	0	0	0	0	0	4
cell_6835	Epi-Ect	7P	5.40E-01	-2.38E-01	6.77E+00	0	1.58	0	0	0	0	0	1	0	0	2	4
cell_6929	Epi-Ect	7P	3.47E+00	-1.63E+00	7.17E+00	0	2	0	0	0	0	0	0	0	0	0	4
cell_5469	Epi-Ect	7P	-8.58E-01	2.15E+00	7.37E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_5531	Epi-Ect	7P	2.44E+00	-2.17E+00	6.83E+00	0	1.58	0	0	0	0	0	1	0	0	3	4
cell_5714	Epi-Ect	7P	2.03E+00	4.40E-01	6.75E+00	1	2.32	0	0	0	1	0	2.32	0	0	3	4
cell_5828	Epi-Ect	7P	3.62E+00	-1.57E+00	6.61E+00	0	1.58	0	0	0	0	0	1	1	0	3	4
cell_5937	Epi-Ect	7P	9.34E-01	1.30E+00	7.28E+00	0	1.58	0	0	0	0	0	0	0	0	0	4
cell_6154	Epi-Ect	7P	2.37E+00	2.92E+00	7.15E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_6427	Epi-Ect	7P	2.36E+00	2.13E+00	7.19E+00	0	0	0	0	0	0	0	1.58	0	0	2	4
cell_6623	Epi-Ect	7P	3.07E+00	1.83E+00	6.67E+00	0	1.58	0	0	0	0	0	0	0	0	2	4
cell_6857	Epi-Ect	7P	1.21E+00	-5.90E-01	7.16E+00	0	2.58	0	0	0	0	0	0	0	0	0	4
cell_6885	Epi-Ect	7P	-5.28E-01	3.52E+00	7.21E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_6974	Epi-Ect	7P	-7.15E-01	1.20E+00	7.14E+00	0	1	0	0	0	0	0	0	0	0	0	4
cell_7027	Epi-Ect	7P	2.28E+00	5.82E-02	6.55E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_7108	Epi-Ect	7P	-6.02E-01	2.66E+00	7.50E+00	0	1	0	0	0	0	0	0	0	0	0	4
cell_7143	Epi-Ect	7P	2.30E+00	-1.30E-02	7.05E+00	0	1.58	0	0	0	0	0	0	0	0	1	4
cell_7168	Epi-Ect	7P	-1.48E-01	3.74E+00	7.14E+00	0	1	0	0	0	0	0	1	0	0	1.58	4
cell_7171	Epi-Ect	7P	2.56E+00	5.86E-01	7.26E+00	0	1	0	0	0	0	0	1	0	0	2.81	4
cell_7200	Epi-Ect	7P	2.48E+00	-1.94E+00	7.27E+00	0	1	0	0	0	0	0	1	0	0	0	4
cell_7458	Epi-Ect	7P	2.83E+00	-2.81E-01	7.30E+00	0	1	0	0	0	0	0	1	0	0	1.58	4
cell_7571	Epi-Ect	7P	-7.46E-01	2.83E+00	7.09E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_5581	Epi-Ect	7P	9.08E-01	6.34E-02	6.72E+00	0	0	0	0	0	0	0	0	0	0	1.58	4
cell_5799	Epi-Ect	7P	-4.15E-01	3.31E+00	7.29E+00	2	0	1	3.17	0	0	0	1	0	0	0	4
cell_6362	Epi-Ect	7P	-5.90E-01	1.24E+00	7.46E+00	0	0	0	3.32	0	0	0	1	0	0	0	4
cell_6850	Epi-Ect	7P	2.23E+00	6.11E-01	7.47E+00	0	0	1.58	3.81	0	0	1.58	0	0	0	1	4
cell_5578	Epi-Ect	7P	-9.83E-01	2.85E+00	6.74E+00	1.58	0	1	2.81	0	0	1	1.58	0	0	1	4
cell_7154	Epi-Ect	7P	4.38E-01	9.77E-01	6.73E+00	2.32	0	2.81	3.17	0	0	1.58	2	1.58	0	0	4
cell_7410	Epi-Ect	7P	8.91E-01	-6.37E-01	7.05E+00	2.58	0	2.81	1	0	0	0	1	1	0	0	4
cell_5646	Epi-Ect	7P	-5.98E-01	1.30E+00	6.81E+00	0	0	2.32	2.32	0	0	0	1.58	0	0	0	4
cell_6156	Epi-Ect	7P	3.36E+00	8.83E-01	6.86E+00	2.81	0	1	2.58	0	0	0	1	0	0	2.32	4
cell_6955	Epi-Ect	7P	-1.56E+00	2.54E+00	7.39E+00	1.58	0	3.17	3.81	0	0	0	2.58	0	0	1.58	4
cell_5495	Epi-Ect	7P	1.31E+00	1.96E+00	6.90E+00	0	0	1	2.32	0	0	0	2	0	0	1.58	4
cell_5551	Epi-Ect	7P	1.93E+00	1.30E+00	6.75E+00	0	0	1	3.46	0	0	0	1.58	1	0	1	4
cell_5573	Epi-Ect	7P	3.71E+00	1.14E+00	6.77E+00	1.58	0	1	2.32	0	0	0	2.58	0	0	2	4
cell_5607	Epi-Ect	7P	2.64E+00	2.38E+00	7.14E+00	1	0	1	3	0	0	0	1.58	0	0	2	4
cell_5692	Epi-Ect	7P	-1.18E+00	2.01E+00	7.17E+00	0	0	1	3.17	0	0	0	2.32	0	0	1.58	4
cell_5858	Epi-Ect	7P	1.03E+00	1.25E+00	6.52E+00	0	0	1.58	2.58	0	0	0	2.58	1	0	2.81	4
cell_5886	Epi-Ect	7P	3.20E+00	1.79E-01	7.41E+00	0	0	2.81	1	0	0	0	1.58	0	0	1	4
cell_5892	Epi-Ect	7P	2.29E+00	1.84E+00	7.14E+00	0	0	1.58	2.81	0	0	0	3.17	1	0	3.81	4
cell_5917	Epi-Ect	7P	-1.84E+00	2.32E+00	6.66E+00	1	0	1.58	3.58	0	0	0	1	0	0	2.32	4
cell_6015	Epi-Ect	7P	2.72E+00	-2.51E+00	7.37E+00	1	0	2.32	4.58	0	0	0	1	0	0	1.58	4
cell_6113	Epi-Ect	7P	-1.87E+00	2.52E+00	6.87E+00	1.58	0	2	3.17	0	0	0	1.58	1	0	2.58	4
cell_6185	Epi-Ect	7P	3.13E+00	-1.50E+00	7.22E+00	1	0	3.46	4.58	0	0	0	2	2	0	2.81	4
cell_6300	Epi-Ect	7P	1.66E+00	-7.05E-01	7.35E+00	1	0	3.17	3.58	0	0	0	1	0	0	1	4
cell_6477	Epi-Ect	7P	1.54E+00	4.26E-02	6.87E+00	1	0	2.81	2.32	0	0	0	2	0	0	1.58	4
cell_6495	Epi-Ect	7P	1.52E+00	1.10E+00	6.92E+00	2	0	2	4	0	0	0	1	0	0	1	4
cell_6498	Epi-Ect	7P	3.10E-02	1.00E+00	6.70E+00	1	0	1	3.17	0	0	0	1.58	0	0	1	4
cell_6766	Epi-Ect	7P	1.41E+00	2.89E+00	7.03E+00	1	0	1	3.17	0	0	0	2	0	0	2	4
cell_6841	Epi-Ect	7P	2.76E+00	2.63E+00	6.56E+00	1.58	0	3.32	4.25	0	0	0	2.58	1	0	3	4
cell_6856	Epi-Ect	7P	1.61E-01	6.17E-02	6.76E+00	1	0	2.81	3.7	0	0	0	1.58	0	0	1	4
cell_7102	Epi-Ect	7P	1.48E+00	-1.45E+00	7.35E+00	0	0	1	3.81	0	0	0	2	0	0	0	4
cell_7121	Epi-Ect	7P	4.28E-01	1.73E+00	6.76E+00	2.58	0	1	3	0	0	0	1.58	0	0	1.58	4
cell_7147	Epi-Ect	7P	3.02E+00	-5.86E-01	6.58E+00	0	0	2	0	0	0	0	2.81	0	0	3.32	4
cell_7301	Epi-Ect	7P	2.60E+00	1.15E+00	6.65E+00	1	0	1.58	4	0	0	0	1.58	1	0	0	4
cell_7350	Epi-Ect	7P	-4.54E-01	1.82E+00	6.78E+00	1	0	2	2.58	0	0	0	2	0	0	3	4
cell_7402	Epi-Ect	7P	6.68E-01	1.93E+00	7.48E+00	1.58	0	2	3.32	0	0	0	3.17	1	0	1	4
cell_7476	Epi-Ect	7P	9.79E-02	1.27E+00	7.30E+00	3	0	3	4.39	0	0	0	1	1	0	2.32	4
cell_7523	Epi-Ect	7P	-1.33E+00	1.97E+00	6.63E+00	1.58	0	1	2.81	0	0	0	2	0	0	2	4
cell_7552	Epi-Ect	7P	8.30E-01	1.71E+00	7.22E+00	3.58	1	1	3.91	0	0	0	1	0	0	1	4
cell_7607	Epi-Ect	7P	4.44E-02	1.45E+00	6.54E+00	0	0	1	2	0	0	0	0	0	0	0	4
cell_6037	Epi-Ect	7P	-1.92E+00	2.49E+00	7.35E+00	1.58	0	0	3.17	0	0	0	0	1	0	1.58	4
cell_6202	Epi-Ect	7P	2.21E+00	6.87E-01	6.74E+00	0	0	0	3.17	0	0	0	0	0	0	0	4
cell_6505	Epi-Ect	7P	1.63E-01	2.07E+00	7.30E+00	1	0	2	3.91	0	0	0	1.58	0	0	3.17	4
cell_6872	Epi-Ect	7P	3.19E+00	-1.23E+00	6.73E+00	1.58	0	1.58	2.32	0	0	0	0	1	0	2.32	4
cell_7163	Epi-Ect	7P	2.75E+00	-1.70E+00	6.82E+00	1	0	0	2.32	0	0	0	1.58	0	0	0	4
cell_7462	Epi-Ect	7P	2.25E+00	8.50E-01	7.28E+00	1.58	0	1	3.17	0	0	0	1	0	0	1	4
cell_5569	Epi-Ect	7P	7.37E-01	-1.69E-01	6.92E+00	1.58	0	2.58	4.17	0	0	0	2.32	0	0	2	4
cell_5575	Epi-Ect	7P	3.86E+00	-7.87E-01	7.36E+00	1.58	0	1.58	3.7	0	0	0	1.58	1	0	1.58	4
cell_5615	Epi-Ect	7P	2.56E-01	3.28E+00	6.61E+00	1.58	0	1.58	2.32	0	0	0	2	0	0	1	4
cell_5922	Epi-Ect	7P	1.17E+00	6.68E-01	6.76E+00	0	0	1.58	3	0	0	0	1.58	0	0	0	4
cell_5968	Epi-Ect	7P	1.33E+00	3.05E+00	7.33E+00	1.58	0	2	2	0	0	0	1	0	0	1	4
cell_6087	Epi-Ect	7P	2.51E+00	1.98E+00	7.42E+00	0	0	2.32	3.81	0	0	0	2	1	0	1	4
cell_6348	Epi-Ect	7P	2.33E+00	-2.72E-01	6.89E+00	0	0	2.32	4	0	0	0	1.58	1	0	1.58	4
cell_6371	Epi-Ect	7P	1.60E+00	3.23E+00	7.12E+00	0	0	2.58	3.7	0	0	0	0	1.58	0	3	4
cell_6465	Epi-Ect	7P	2.01E+00	-1.05E-01	7.01E+00	0	0	0	2	0	0	0	1	0	0	0	4
cell_6868	Epi-Ect	7P	1.16E+00	2.55E+00	6.78E+00	0	0	2.58	3.32	0	0	0	2.32	0	0	2	4
cell_6870	Epi-Ect	7P	2.45E+00	2.23E+00	7.36E+00	0	0	2.58	1.58	0	0	0	1	1	0	1	4
cell_7095	PS-Mes	7P	1.88E+00	1.18E+00	6.57E+00	2	0	2.58	3.58	0	0	0	2	0	0	2.32	3
cell_7111	PS-Mes	7P	1.97E+00	9.30E-01	6.96E+00	0	0	2.32	3.58	0	0	0	1.58	1.58	0	0	3
cell_7119	PS-Mes	7P	-1.46E-01	3.69E+00	6.52E+00	1	0	1	3.32	0	0	0	1.58	0	0	0	3
cell_7241	PS-Mes	7P	2.13E+00	-1.51E-01	7.33E+00	0	0	2	2	0	0	0	1.58	0	0	1	3
cell_7525	PS-Mes	7P	1.81E+00	3.35E+00	7.40E+00	2.58	0	3.91	3.46	0	0	0	1	0	0	1.58	3
cell_7562	PS-Mes	7P	3.65E+00	-1.43E+00	6.64E+00	3.32	0	2	3.17	0	0	0	1.58	0	0	2.32	3
cell_7581	PS-Mes	7P	3.06E+00	1.81E+00	6.93E+00	0	0	1.58	2.81	0	1	0	2.81	1	0	2	3
cell_5647	PS-Mes	7P	1.03E+00	1.68E+00	7.36E+00	0	0	1	3.58	0	0	0	0	1	0	1	3
cell_5716	PS-Mes	7P	3.41E+00	1.76E+00	7.20E+00	1.58	0	0	3.17	0	0	0	1	0	0	1	3
cell_6055	PS-Mes	7P	8.99E-01	2.45E+00	6.58E+00	3.17	0	3.46	2	0	0	0	0	1	0	2.32	3
cell_6543	PS-Mes	7P	2.33E+00	2.68E-01	6.77E+00	0	0	3	2.58	0	0	0	1.58	0	0	1	3
cell_6940	PS-Mes	7P	1.10E+00	-1.05E+00	7.23E+00	1.58	0	2.32	3	0	0	0	1	1	0	2.32	3
cell_7342	PS-Mes	7P	-1.37E+00	2.97E+00	7.29E+00	1.58	0	2.32	3.91	0	0	0	1.58	1	0	2	3
cell_7407	PS-Mes	7P	3.28E+00	1.29E+00	6.80E+00	2	0	0	2.32	0	0	0	1.58	0	0	2.32	3
cell_7411	PS-Mes	7P	1.28E+00	2.86E+00	7.25E+00	2	0	2.32	4.7	1	1	0	3.17	1.58	0	3.58	3
cell_7546	PS-Mes	7P	1.52E+00	1.13E+00	7.37E+00	1.58	0	2.32	4.58	0	0	0	3.17	1.58	0	3	3
cell_6472	PS-Mes	7P	2.93E+00	2.24E+00	6.91E+00	0	0	1	1	0	0	0	1.58	0	0	0	3
cell_7392	PS-Mes	7P	4.82E-01	3.27E-01	7.01E+00	0	1.58	1	4.52	0	0	0	2.81	0	0	3.7	3
cell_6231	PS-Mes	7P	2.81E+00	-2.10E+00	7.05E+00	0	0	0	2	0	0	0	1	1	0	0	3
cell_6301	PS-Mes	7P	-2.13E+00	2.51E+00	6.82E+00	2.81	0	1.58	1.58	0	0	0	1.58	1	0	2.32	3
cell_7259	PS-Mes	7P	2.26E+00	-1.01E+00	6.52E+00	2.32	0	0	3.91	0	0	0	2.32	0	0	2	3
cell_5611	PS-Mes	7P	1.38E+00	-6.06E-01	7.09E+00	1	0	1.58	3.7	0	0	0	1	0	0	0	3
cell_5960	PS-Mes	7P	1.18E+00	-4.59E-01	6.55E+00	3	0	1	4.39	0	0	0	1.58	2	1	0	3
cell_6507	PS-Mes	7P	2.20E+00	2.40E+00	6.90E+00	0	0	2.58	3.32	0	0	0	1.58	0	0	1	3
cell_7488	PS-Mes	7P	-5.14E-01	3.84E+00	7.35E+00	0	0	2.58	3.58	0	0	0	1	0	0	0	3
cell_5895	PS-Mes	7P	1.48E+00	6.78E-02	6.58E+00	3.17	0	2.58	4.09	0	0	0	2	1	0	2.58	3
cell_5545	PS-Mes	7P	3.60E+00	1.34E+00	7.23E+00	1	0	0	1.58	0	0	0	1.58	0	0	0	3
cell_6181	PS-Mes	7P	-9.96E-01	1.11E+00	7.30E+00	2.32	0	1.58	3	0	0	2	0	0	0	0	3
cell_6824	PS-Mes	7P	-1.44E+00	1.98E+00	6.86E+00	0	1	1	3.32	0	0	0	1.58	1.58	0	1	3
cell_7218	PS-Mes	7P	-1.75E+00	1.77E+00	7.08E+00	2.58	0	1.58	3.91	0	0	0	0	1	0	2	3
cell_7279	PS-Mes	7P	3.47E+00	-7.30E-01	7.16E+00	2.81	0	1.58	4	0	0	0	2	1.58	0	3.58	3
cell_7297	PS-Mes	7P	3.08E+00	4.28E-01	6.93E+00	0	0	0	0	0	0	0	1	0	0	0	3
cell_7307	PS-Mes	7P	-4.80E-01	2.62E+00	7.13E+00	0	0	0	3.32	0	0	0	1	1	0	2	3
cell_6565	PS-Mes	7P	3.29E+00	1.18E+00	7.16E+00	2.32	0	0	0	0	0	0	1	0	0	3	3
cell_7046	PS-Mes	7P	-7.58E-01	1.55E+00	7.26E+00	2.58	0	0	0	0	0	0	0	0	0	3.17	3
cell_5523	PS-Mes	7P	1.44E+00	2.35E+00	7.13E+00	2.81	0	0	0	0	0	0	1	1	0	3.7	3
cell_6287	PS-Mes	7P	3.30E+00	-1.83E+00	6.73E+00	0	1	0	0	0	0	0	1.58	0	0	1	3
cell_6598	PS-Mes	7P	2.02E+00	1.98E-01	6.79E+00	1	1	0	0	0	1	0	0	0	0	2.81	3
cell_5548	PS-Mes	7P	2.84E+00	1.88E-01	6.92E+00	0	1	0	0	1	0	0	1	0	0	2.32	3
cell_5491	PS-Mes	7P	3.39E+00	-1.44E+00	6.82E+00	0	0	2	0	0	0	0	2	0	0	2.58	3
cell_5712	PS-Mes	7P	-1.95E+00	3.21E+00	6.78E+00	0	0	1.58	1	0	1	0	3	0	1	3.17	3
cell_5934	PS-Mes	7P	8.56E-01	-4.37E-01	6.54E+00	2	0	1	0	0	0	0	0	0	0	1.58	3
cell_5994	PS-Mes	7P	2.72E+00	1.30E+00	7.31E+00	0	0	0	0	0	0	0	0	0	0	1	3
cell_6001	PS-Mes	7P	8.79E-01	3.23E+00	7.25E+00	1	0	0	0	0	0	0	2	0	0	2.81	3
cell_6198	PS-Mes	7P	3.86E-01	1.67E+00	7.37E+00	0	0	2	0	0	0	0	2	1	0	2	3
cell_6480	PS-Mes	7P	2.71E+00	2.99E-01	6.50E+00	2.32	0	2.81	2.58	0	0	0	2.58	1	0	2.32	3
cell_6547	PS-Mes	7P	3.72E+00	-5.97E-02	7.03E+00	0	0	0	0	0	0	0	1.58	1	0	2.58	3
cell_6674	PS-Mes	7P	2.58E+00	8.36E-01	6.87E+00	0	0	0	0	0	0	0	1	0	0	3.32	3
cell_7004	PS-Mes	7P	-8.00E-02	2.72E-01	6.95E+00	1	0	1.58	0	0	0	0	2	0	1	2.81	3
cell_7203	PS-Mes	7P	1.75E+00	2.50E+00	6.81E+00	1.58	0	1.58	1	0	0	0	1.58	0	0	2.58	3
cell_7266	PS-Mes	7P	3.04E+00	-2.00E+00	6.77E+00	2	0	0	3	0	0	0	1	0	0	1	3
cell_7453	PS-Mes	7P	-2.30E+00	2.63E+00	6.82E+00	1	0	3.32	0	0	1	0	2.81	1	0	3	3
cell_7485	PS-Mes	7P	-1.43E+00	1.75E+00	6.53E+00	1	0	1.58	1	0	0	0	1.58	0	0	1	3
cell_7579	PS-Mes	7P	1.43E+00	3.40E+00	6.71E+00	2	0	2.58	2.81	0	0	0	2	0	0	2.58	3
cell_5484	PS-Mes	7P	-6.17E-01	2.32E+00	6.60E+00	0	0	0	0	0	0	0	1	0	0	2.58	3
cell_5967	PS-Mes	7P	5.83E-01	1.79E+00	6.97E+00	0	0	1	1	0	0	0	0	1.58	0	3	3
cell_6567	PS-Mes	7P	1.58E+00	3.08E+00	7.36E+00	0	0	1.58	0	0	0	0	0	0	0	2.58	3
cell_7412	PS-Mes	7P	9.94E-01	2.78E+00	6.60E+00	0	0	0	0	0	0	0	1	0	0	2.81	3
cell_7420	PS-Mes	7P	-9.00E-01	1.31E+00	7.27E+00	1.58	0	2.32	1.58	0	0	0	2.32	0	0	2	3
cell_7599	PS-Mes	7P	-5.94E-01	2.81E+00	7.49E+00	1.58	0	0	1.58	0	0	0	2.32	0	0	2.81	3
cell_5614	PS-Mes	7P	2.67E+00	2.25E+00	7.25E+00	0	0	0	0	0	0	0	2.32	0	0	2.32	3
cell_5691	PS-Mes	7P	2.20E+00	2.77E+00	7.14E+00	2.81	0	2	0	0	0	0	1	1	0	3.46	3
cell_5784	PS-Mes	7P	5.91E-02	1.85E+00	6.66E+00	0	0	0	0	0	0	0	1.58	0	0	3.17	3
cell_6061	PS-Mes	7P	-1.27E+00	3.08E+00	7.41E+00	1	0	1.58	0	0	0	0	0	0	0	2.81	3
cell_6172	PS-Mes	7P	-1.07E-01	2.58E+00	7.12E+00	2.58	0	1.58	1	0	0	0	1	1	0	3.17	3
cell_6187	PS-Mes	7P	1.87E+00	1.64E+00	7.01E+00	0	0	1	0	0	0	0	2.32	0	0	3.17	3
cell_6232	PS-Mes	7P	1.27E+00	-5.03E-01	7.36E+00	1.58	0	2	1	0	0	0	1	1	0	3.58	3
cell_6242	PS-Mes	7P	-8.37E-01	3.78E+00	6.59E+00	2	0	0	0	0	0	0	1	1	0	3.17	3
cell_6322	PS-Mes	7P	-3.35E-01	8.44E-01	7.23E+00	0	0	1.58	0	0	0	0	3	0	0	3.81	3
cell_7040	PS-Mes	7P	-1.27E+00	2.65E+00	6.94E+00	2.58	0	2.58	4.09	0	0	1	2	1	0	2	3
cell_7166	PS-Mes	7P	1.83E-01	6.02E-01	6.75E+00	0	0	1	0	0	0	0	2	0	0	1.58	3
cell_7172	PS-Mes	7P	-2.00E+00	2.53E+00	6.77E+00	0	1	1.58	0	0	0	0	2.32	0	0	3.32	3
cell_7373	PS-Mes	7P	2.53E+00	2.04E+00	6.86E+00	0	0	2.32	0	0	0	0	1.58	0	0	1.58	3
cell_7491	PS-Mes	7P	3.23E+00	-7.68E-01	6.60E+00	2	0	2	2.81	0	0	0	2.81	1	0	3	3
cell_7555	PS-Mes	7P	-7.68E-01	3.09E+00	6.83E+00	1.58	0	0	0	0	0	0	1.58	1	0	1.58	3
cell_5462	PS-Mes	7P	-2.27E+00	3.19E+00	6.71E+00	0	1	0	0	0	0	0	2.32	1	0	2.81	3
cell_6600	PS-Mes	7P	1.55E+00	7.60E-01	7.06E+00	1	1	1	0	0	0	0	2.81	0	0	3.17	3
cell_7032	PS-Mes	7P	2.81E+00	1.82E+00	6.66E+00	0	1.58	0	0	0	0	0	0	0	0	1.58	3
cell_5592	PS-Mes	7P	1.59E+00	1.44E+00	6.69E+00	1	1.58	0	0	0	0	0	1.58	0	0	3	3
cell_6380	PS-Mes	7P	3.22E+00	1.14E+00	7.43E+00	1	1.58	1.58	0	0	0	0	1.58	0	0	1.58	3
cell_6545	PS-Mes	7P	1.20E+00	1.64E+00	7.14E+00	0	2	0	0	0	0	0	1	0	0	1	3
cell_6617	PS-Mes	7P	-1.60E+00	2.45E+00	7.20E+00	2	0	0	0	0	0	0	1	1	0	3.17	3
cell_6688	PS-Mes	7P	8.66E-01	3.83E+00	7.46E+00	1.58	1	2.81	2	0	0	0	2	1	0	3.46	3
cell_7217	PS-Mes	7P	2.66E-01	1.15E-02	7.31E+00	0	0	0	0	0	0	0	2.32	0	0	2	3
cell_5536	PS-Mes	7P	1.18E+00	2.73E+00	6.78E+00	1	0	0	0	0	0	0	0	0	0	1	3
cell_5612	PS-Mes	7P	2.91E+00	2.27E+00	7.32E+00	0	1	0	0	0	0	0	2.81	1.58	0	2.81	3
cell_5645	PS-Mes	7P	8.57E-01	2.22E+00	7.22E+00	0	0	2.32	0	0	0	0	3.32	0	0	2.81	3
cell_5663	PS-Mes	7P	-9.98E-01	3.78E+00	7.45E+00	0	0	1	0	0	1	0	2	0	0	2.58	3
cell_5685	PS-Mes	7P	2.86E+00	1.39E+00	6.62E+00	1.58	1	0	1.58	0	0	0	0	0	0	3.17	3
