Cell	Celltype	Location	T	Pou3f1	Mixl1	Mesp1	Sox17	Nodal	Bmp4	Eomes	Wnt3	Wnt3a	Fgf8	Celltype_Number
cell_6502 	PS-Mes	8P	0	0	1.58	0	0	0	0	1.58	1.58	0	4.09	3
cell_7430 	PS-Mes	8P	0	1	0	0	0	0	0	1.58	0	0	2	3
cell_7280 	PS-Mes	8P	1	1	0	0	0	0	0	1.58	0	0	1	3
cell_7388 	PS-Mes	8P	0	0	0	0	0	0	0	1.58	0	0	1.58	3
cell_5664 	PS-Mes	8P	0	0	2.32	0	0	0	0	0	0	0	3.32	3
cell_6357 	PS-Mes	8P	0	0	0	0	0	1	0	1	0	0	2.58	3
cell_6771 	PS-Mes	8P	0	0	0	0	0	0	0	2.32	0	0	2.32	3
cell_7351 	PS-Mes	8P	0	1	0	0	0	0	0	1	0	0	2.32	3
cell_7441 	PS-Mes	8P	0	1	0	0	0	0	0	1.58	0	0	2	3
cell_7444 	PS-Mes	8P	0	0	2	0	0	0	0	2.32	0	0	3	3
cell_5506 	PS-Mes	8P	1.58	0	1	0	0	0	0	0	0	0	1.58	3
cell_5525 	PS-Mes	8P	2.58	0	1.58	3.17	0	0	0	2	1.58	1	3	3
cell_5733 	PS-Mes	8P	0	0	0	0	0	0	0	2	0	0	3.32	3
cell_5918 	PS-Mes	8P	1.58	0	1	0	0	0	0	1.58	1	0	1.58	3
cell_5932 	PS-Mes	8P	2.32	0	3	2	0	0	0	2	0	0	2	3
cell_6069 	PS-Mes	8P	0	0	0	0	0	1	0	0	0	0	0	3
cell_6211 	PS-Mes	8P	0	0	2.58	2.81	0	0	0	2	1	0	2.32	3
cell_6339 	PS-Mes	8P	0	0	0	0	0	0	0	2	0	0	3.32	3
cell_6426 	PS-Mes	8P	0	0	0	0	0	0	0	2	0	0	2	3
cell_6475 	PS-Mes	8P	1	0	2	1	0	0	0	0	1	0	2.32	3
cell_6522 	PS-Mes	8P	2.58	1	2.58	1	0	0	0	2	1	0	3.17	3
cell_6563 	PS-Mes	8P	0	0	1.58	3.58	0	0	0	1.58	1	1	3.17	3
cell_6702 	PS-Mes	8P	0	0	0	0	0	1	0	1	0	0	3	3
cell_6805 	PS-Mes	8P	1	0	0	0	0	0	0	2.81	1	0	2	3
cell_6949 	PS-Mes	8P	0	1	2.32	0	0	0	0	2.58	1	0	3.81	3
cell_7049 	PS-Mes	8P	0	0	1.58	0	0	1	0	1	1.58	0	3	3
cell_7287 	PS-Mes	8P	1	1	2	2.58	0	1	0	3	2	0	2.81	3
cell_7339 	PS-Mes	8P	1.58	0	1	0	0	0	0	2	0	0	3.58	3
cell_5613 	PS-Mes	8P	0	1	1	0	0	0	0	1.58	1	0	3.32	3
cell_6194 	PS-Mes	8P	1	1	0	0	0	0	0	2	0	0	2.32	3
cell_7010 	PS-Mes	8P	1	1.58	0	0	0	0	0	2.32	0	0	3.46	3
cell_5470 	PS-Mes	8P	0	0	0	0	0	0	0	0	0	0	1.58	3
cell_5517 	PS-Mes	8P	0	2	0	0	0	0	0	1	0	0	3.32	3
cell_5546 	PS-Mes	8P	1	0	0	0	0	0	0	1	0	0	1	3
cell_5801 	PS-Mes	8P	2	1	0	0	0	0	0	1	0	0	2	3
cell_5868 	PS-Mes	8P	0	1	1	0	0	0	0	1	0	0	2.32	3
cell_5884 	PS-Mes	8P	0	0	0	0	0	0	0	2	0	0	2.58	3
cell_6146 	PS-Mes	8P	0	1.58	0	0	0	0	0	0	0	0	2.32	3
cell_6366 	PS-Mes	8P	1	0	0	0	0	0	0	1.58	0	0	3	3
cell_6373 	PS-Mes	8P	0	0	1	0	0	0	0	2	0	0	2.81	3
cell_6406 	PS-Mes	8P	1.58	0	1	1.58	0	0	0	3.17	0	0	2	3
cell_6518 	PS-Mes	8P	2	0	1	0	0	0	0	1	0	0	3.46	3
cell_6540 	PS-Mes	8P	0	0	0	0	0	0	0	1.58	0	0	2.81	3
cell_6788 	PS-Mes	8P	1	0	1	0	0	0	0	1.58	1	0	2.58	3
cell_6800 	PS-Mes	8P	1	0	0	0	0	0	0	1	1	0	3	3
cell_6863 	PS-Mes	8P	0	0	0	0	0	0	0	0	0	0	2.81	3
cell_7037 	PS-Mes	8P	1	0	2	0	0	0	0	2.32	0	0	2.58	3
cell_7042 	PS-Mes	8P	2.81	0	2	2	0	0	0	2	0	1	2.81	3
cell_7117 	PS-Mes	8P	1	0	0	0	0	0	0	1.58	0	0	2.81	3
cell_7255 	PS-Mes	8P	0	0	0	1	0	0	0	2.81	1.58	0	1	3
cell_7516 	PS-Mes	8P	0	0	0	0	0	0	0	0	0	0	2.81	3
cell_7520 	PS-Mes	8P	1.58	1	1.58	0	0	0	0	2.58	0	0	3.32	3
cell_7591 	PS-Mes	8P	2	1	1	3.7	0	0	0	1.58	0	0	2	3
cell_7603 	PS-Mes	8P	1.58	1.58	0	0	0	0	0	1	1	0	3.58	3
cell_5466 	PS-Mes	8P	0	0	0	0	0	1	0	2.58	1	0	4	3
cell_5558 	PS-Mes	8P	1	0	1	0	0	1	0	1	0	0	2.58	3
cell_5945 	PS-Mes	8P	1	0	1.58	0	0	1	0	2	1	0	2	3
cell_6288 	PS-Mes	8P	1	1	0	0	0	0	0	1	0	0	2.58	3
cell_6316 	PS-Mes	8P	0	1	0	0	0	0	0	2	0	0	2.32	3
cell_6457 	PS-Mes	8P	1.58	0	1.58	0	0	0	0	2.81	1	0	3.17	3
cell_7023 	PS-Mes	8P	3.7	0	3.17	3	0	0	0	2	0	1	3.32	3
cell_7371 	PS-Mes	8P	0	0	2.58	0	0	0	0	2.32	0	0	2.58	3
cell_7472 	PS-Mes	8P	0	0	2.81	1	0	0	0	1	1.58	0	3	3
cell_7507 	PS-Mes	8P	1	0	0	0	0	1	0	1.58	0	0	3.17	3
cell_7514 	PS-Mes	8P	1	1.58	0	0	0	0	0	0	0	0	1.58	3
cell_6014 	PS-Mes	8P	0	1	0	0	0	0	0	0	0	0	0	3
cell_6169 	PS-Mes	8P	3	0	1	0	0	1	0	0	1.58	0	3.32	3
cell_7242 	PS-Mes	8P	3.17	0	0	0	0	0	0	0	0	0	4	3
cell_6208 	E1	4EA	0	0	0	0	1.58	0	0	1	0	0	3	5
cell_7054 	E1	4EA	0	0	0	0	0	1	0	0	0	0	2.32	5
cell_5874 	E1	5EA	0	0	0	0	2.32	1	0	1.58	0	0	3	5
cell_5923 	E1	5EA	0	0	0	0	0	1	0	0	0	0	1.58	5
cell_5998 	E1	5EA	0	0	1	0	1	0	0	0	0	0	2.58	5
cell_6402 	E1	5EA	0	0	0	0	2.32	1	0	1.58	0	0	2.58	5
cell_7268 	E1	5EA	0	0	0	0	1	0	0	1	0	0	1	5
cell_7521 	E1	5EA	0	0	0	0	0	0	0	0	1	0	2.58	5
cell_7013 	E2	6EA	0	0	0	0	1	0	0	0	0	0	1.58	6
cell_7530 	E2	6EA	0	0	0	0	0	0	0	2	1	0	3.17	6
cell_6265 	E2	6EA	0	0	0	0	2.32	0	0	1.58	0	0	1	6
cell_7146 	E2	6EA	0	0	0	0	2	0	0	0	0	0	1	6
cell_5471 	E2	6EA	0	0	0	0	1.58	0	0	0	0	0	0	6
cell_5711 	E2	6EA	0	0	0	0	0	0	0	1	0	0	1	6
cell_5845 	E2	6EA	0	1	0	0	1.58	1	0	1	0	0	3	6
cell_6018 	E2	6EA	0	0	2.32	0	1.58	0	0	2	0	0	2.32	6
cell_6110 	E2	6EA	0	0	0	0	1.58	0	0	2.81	0	0	3.17	6
cell_7549 	E2	6EA	0	0	0	0	0	0	0	0	0	0	0	6
cell_7071 	E2	6EA	0	0	0	0	0	0	0	0	0	0	2.58	6
cell_7363 	E2	6EP	0	0	0	0	2.32	0	0	1.58	0	0	1	6
cell_5552 	E2	6EP	0	0	0	0	1.58	1	0	1	0	0	1	6
cell_5764 	E2	6EP	0	0	0	0	0	0	0	1	0	0	1.58	6
cell_5818 	E2	6EP	0	0	1.58	0	0	0	0	2	0	0	2.32	6
cell_6569 	E2	6EP	0	0	1	0	2	1	0	1	0	0	3	6
cell_7034 	E2	6EP	0	0	1	0	1.58	0	0	0	0	0	0	6
cell_7175 	E2	6EP	0	0	0	0	2.58	0	0	0	0	0	3	6
cell_7271 	E2	6EP	0	0	0	0	0	0	0	0	0	0	1.58	6
cell_7572 	E2	6EP	0	0	0	0	0	0	0	1	0	0	1	6
cell_5861 	E2	6EP	0	0	0	0	2.81	1	0	1.58	0	0	1.58	6
cell_5876 	E2	6EP	0	0	0	0	3	1	0	0	0	0	2.81	6
cell_6105 	E2	6EP	0	0	1.58	0	1	0	0	1.58	0	0	3.17	6
cell_6248 	E2	6EP	0	0	0	0	1	0	0	1.58	0	0	2.58	6
cell_6506 	E2	6EP	0	0	0	0	2.32	0	0	0	0	0	2.32	6
cell_6528 	E2	6EP	0	0	0	0	0	0	0	1.58	0	0	3	6
cell_6837 	E2	6EP	0	0	0	0	0	0	0	1	0	0	3.7	6
cell_6903 	E2	6EP	0	0	0	0	2.32	1.58	0	1.58	0	0	3.58	6
cell_6967 	E2	6EP	0	0	1.58	0	0	1	0	1.58	0	0	1	6
cell_5477 	E2	6EP	0	0	0	0	2.81	0	0	1.58	0	0	0	6
cell_5731 	E2	6EP	0	0	0	0	1	1	0	2	0	0	3.58	6
cell_6109 	E2	6EP	0	0	0	0	2	1.58	0	1.58	0	0	2	6
cell_6821 	E2	6EP	0	0	1.58	0	1	0	0	0	0	0	3.32	6
cell_7050 	E2	6EP	0	1	0	0	1	0	0	1.58	0	0	1	6
cell_7569 	E2	6EP	0	0	1.58	0	0	0	1	1	0	0	1	6
cell_6045 	E2	6EP	0	0	0	0	1.58	0	0	0	0	0	1	6
cell_6104 	E2	6EP	1	0	0	0	2	0	0	0	0	0	2	6
cell_6590 	E2	6EP	0	0	1	0	3	1	0	2	0	0	3.17	6
cell_7262 	E2	6EP	0	0	0	0	3	0	0	0	0	0	2.81	6
cell_6809 	E2	6EP	0	0	1	0	0	0	0	2	0	0	2.32	6
cell_6831 	E2	6EP	1	0	1	2.58	0	0	0	0	0	0	1	6
cell_5683 	E2	6EP	0	0	0	0	0	0	0	1.58	0	0	3	6
cell_5769 	E2	6EP	0	0	1	0	2	0	0	2	0	0	2.58	6
cell_5872 	E2	6EP	0	0	0	0	0	0	0	0	0	0	0	6
cell_6028 	E2	6EP	0	0	0	0	1	0	0	1	0	0	2	6
cell_6095 	E2	6EP	0	0	2.32	0	1	1	0	1	0	0	1	6
cell_6224 	E2	6EP	0	0	0	0	3	0	0	1	0	0	0	6
cell_6253 	E2	6EP	0	0	1.58	0	1.58	1	0	1.58	0	0	2.81	6
cell_6365 	E2	6EP	0	0	0	0	3.46	1	0	2	1	0	1	6
cell_6424 	E2	6EP	0	0	0	0	0	0	0	0	0	0	1	6
cell_6591 	E2	6EP	0	0	0	0	1	0	0	2	0	0	1	6
cell_6819 	E2	6EP	0	0	0	0	2.81	0	0	0	0	0	2.32	6
cell_6926 	E2	6EP	0	0	1.58	0	1.58	0	0	1.58	0	0	3.32	6
cell_7008 	E2	6EP	0	0	0	0	1.58	0	0	1	0	0	1	6
cell_7167 	E2	6EP	0	0	1.58	0	1	1.58	0	2	0	0	2.58	6
cell_7482 	E2	6EP	0	0	1	0	1	0	1	1.58	0	0	3.32	6
cell_6135 	E2	6EP	0	0	0	0	3.81	0	1	1	0	0	1	6
cell_6483 	E2	6EP	0	0	0	0	2.32	0	0	1	0	0	2.32	6
cell_7101 	E2	6EP	0	0	0	0	1	0	0	0	0	0	3.17	6
cell_7586 	E2	6EP	0	0	1	0	1.58	0	0	1	0	0	3.32	6
cell_5805 	E2	7EA	0	0	0	0	1	1	0	0	0	0	2.81	6
cell_6361 	E2	7EA	0	0	1	0	1	0	0	0	0	0	0	6
cell_6978 	E2	7EA	0	0	0	0	1	0	0	0	1	0	0	6
cell_7326 	E2	7EA	0	0	0	0	1.58	0	0	1	0	0	1	6
cell_6907 	E2	7EA	0	0	0	0	1.58	0	0	1.58	0	0	0	6
cell_5832 	E2	7EA	0	0	0	0	2	1	0	0	1	0	0	6
cell_7216 	E2	7EA	0	0	0	0	2.58	0	0	0	0	0	1	6
cell_7369 	E2	7EA	0	0	0	0	0	1	0	1	0	0	0	6
cell_6722 	E2	7EA	0	0	1	0	0	0	0	1	0	0	0	6
cell_7031 	E2	7EA	0	0	0	0	3.17	0	0	1	0	0	1	6
cell_6164 	E2	7EP	0	0	1	0	3	1	0	2.58	0	0	2	6
cell_6511 	E2	7EP	0	0	0	0	2	0	0	1	0	0	3.91	6
cell_5900 	E2	7EP	0	0	1	0	2	0	0	1	0	0	2.58	6
cell_7190 	E2	7EP	0	0	1.58	0	0	0	0	2	0	0	1	6
cell_6297 	E2	7EP	0	0	1.58	0	2	0	0	1	0	0	2.32	6
cell_5658 	E2	7EP	0	0	1	0	1	0	0	1	0	0	1	6
cell_5795 	E2	7EP	0	0	0	0	3.58	0	0	0	0	0	0	6
cell_6284 	E2	7EP	0	0	1.58	0	2	1	0	2.32	0	0	2.58	6
cell_6376 	E2	7EP	0	0	0	0	1	1.58	0	1	0	0	2	6
cell_6379 	E2	7EP	0	0	0	0	1	0	0	1.58	0	0	0	6
cell_7068 	E2	7EP	0	0	2	0	2	0	0	1	0	0	2	6
cell_7097 	E2	7EP	0	0	0	0	0	1	0	0	0	0	2.58	6
cell_7612 	E2	7EP	0	0	1	0	0	1	0	1	0	0	3	6
cell_7524 	E2	7EP	0	0	1.58	0	1.58	0	0	1.58	0	0	2.81	6
cell_6801 	E2	7EP	0	0	0	0	0	0	0	1	0	0	0	6
cell_5657 	E2	7EP	0	0	0	0	2.58	0	0	0	0	0	1	6
cell_6464 	E2	7EP	0	0	0	0	3.7	0	0	0	0	0	0	6
cell_5480 	E2	7EP	0	0	1	0	1.58	0	0	1	1	0	1.58	6
cell_7509 	E2	7EP	0	0	0	0	3	0	0	0	0	0	2.32	6
cell_6521 	E2	8EA	0	0	0	0	1	0	0	0	0	0	1	6
cell_7419 	E2	8EA	0	0	0	0	1	0	0	1	0	0	0	6
cell_5668 	E2	8EA	0	0	0	0	1	0	0	0	0	0	0	6
cell_5753 	E2	8EP	0	0	1	0	1	1	0	1.58	1	0	1.58	6
cell_5891 	E2	8EP	0	0	1.58	0	1	0	0	1	0	0	1	6
cell_6042 	E2	8EP	0	0	0	0	3.17	0	0	2	0	0	1	6
cell_6079 	E2	8EP	0	0	0	0	2.58	0	0	0	0	0	2	6
cell_6214 	E2	8EP	0	0	0	0	2.58	0	0	2	0	0	2	6
cell_6319 	E2	8EP	0	0	0	0	0	0	0	0	0	0	0	6
cell_6817 	E2	8EP	0	0	0	0	3.17	0	0	0	0	0	0	6
cell_5759 	E2	8EP	0	0	0	0	2	0	0	1	0	0	0	6
