Genes	1AP	2A	2P	3A	3P	4A	4P	5A	5P	6A	6P	7A	7P	8A	8P
2310009B15Rik	1.4	3.5	2.9	5.2	3.8	4.8	4.7	4.4	3.7	4	3.5	4.1	3.7	3.5	4
2310010J17Rik	2.9	1.4	3.4	0	3.2	0	2.9	0	3.4	0	1.8	2.1	1.4	4.1	2.4
2310011J03Rik	2.5	4.1	2.9	3.3	2.9	3.4	2.9	3.4	3.5	4.4	4.3	3.7	4.1	3.9	4.1
2310014L17Rik	0	0	0.8	0	0.4	0	0	0	1	0	0.2	0	0.1	0	0
2310015A10Rik	0	0.2	0	0.3	0.1	0.4	0.2	0.4	0.4	0.3	0.4	0	0.4	0	0
2310015B20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310022A10Rik	2.2	2.3	2	1.8	2.2	2.1	2.3	2.3	1.8	2.9	2.4	2.7	2.8	2.6	1.2
2310022B05Rik	1.2	2.8	2	1.6	2.4	2.4	2.8	3.2	3.2	3	2.9	2.4	3	2.9	3
2310030G06Rik	1.8	3.3	2.5	2.5	2.8	1.9	3	1.3	3.3	3.1	1	2.4	2.7	2.4	0
2310033P09Rik	2.8	4	3.8	3.8	3.7	3.9	3.5	3.9	4.5	4.5	4.5	4.7	4.7	4.4	4.6
2310034G01Rik	0	0	0	0	0	0	0	0	1.4	0	0	1.8	2.1	0.5	2
2310035C23Rik	1.5	2.1	1.7	1.8	2	1.5	2.2	1.2	1.5	1.4	1.5	1.5	1.9	2	1.7
2310036O22Rik	4.9	6.1	5.4	5.9	5.7	6.1	6	6.3	6.3	6.4	6.3	6.3	6.1	6.8	6.6
2310039H08Rik	2.5	4.7	4.7	4.3	4.2	4.6	3.7	4.8	3.5	4.9	4.3	4.9	3.9	4.7	4.9
2310039L15Rik	0	0.8	1.2	0	1.2	0.9	1.2	1.7	1.2	2.5	0	1.6	0.8	0	0.6
2310040G24Rik	0	2	3.1	2.8	3.1	2.3	3.1	1.7	2.4	3.3	2.4	2.1	3	2.4	2.4
2310044G17Rik	2.2	2.7	2.5	2.9	2.5	2.9	2.4	2.8	2.9	2.8	2.7	2.8	3.3	2.1	2.5
2310045N01Rik	2.5	4.7	4.5	3.8	3.9	3.7	3.2	3.6	4.4	4.4	4.7	4.4	4.3	4.3	4.2
2310047M10Rik	0.5	0.3	0.5	0.9	0.8	1.2	1	1.4	1.1	0.6	1.6	0.2	0	1.2	1.9
2310057M21Rik	2.2	2	1.9	2	2.3	2.2	2.6	2.3	2	2	2.6	2.5	2	2.1	2.7
2310061I04Rik	2.8	4.6	3.9	4.1	3.7	4.3	3.5	4.4	4.2	4.2	4.1	4.4	4.2	3.8	4.4
2310061J03Rik	0.7	0	1	0.4	0.5	0.2	0	0	0.6	0.8	1.2	0	0.3	0	0.3
2310067B10Rik	0.4	0.5	1.2	0.5	1.2	0.8	1.1	1.1	0.7	0.7	1	0.6	1	1.1	1.6
2310068J16Rik	0.8	0.8	1.6	0.5	1.6	0.5	1.6	0.4	2.9	1.5	1.8	1	0.7	1.6	0.6
2310069G16Rik	0	2	2	1.4	1	2.1	0	2.8	0.9	0	0	1.9	0	1.8	0
2310081J21Rik	0	0	0	1	0	0.5	0	0	0	0	0	0	0	0	0
2410002F23Rik	3.9	4.2	4.8	4.7	5	4.6	5.1	4.4	4.5	4.3	4.8	4.7	4.3	4.5	4.8
2410003L11Rik	2.8	1.7	0	3	1.1	2.9	2.2	2.8	1.7	0.8	2.9	2.4	3	3.1	4
2410004B18Rik	4.8	4.7	4.8	4.9	4.9	5	4.9	5	4.8	5.1	5.1	4.6	5.4	5.5	5.3
2410004I01Rik	0	0	0	0	0	0	0	0	0.5	2.3	0	0	0	0	0
2410004N09Rik	6.3	7.6	6.9	7.3	7.1	7.2	7.3	7	7.8	7.5	7.8	7.6	7.8	7.8	7.7
2410004P03Rik	1.4	0.9	1.3	1.7	1.4	1.5	1.5	1.3	1.9	1.9	1.1	1.9	1.1	1.9	1.1
2410006H16Rik	6.3	7.2	7.3	7.4	7.5	7.4	7.6	7.3	7.8	7.8	8.1	7.7	8	7.6	7.7
2410007B07Rik	3.5	3.9	4.1	4.7	4.2	4.7	4.3	4.7	3.4	4.3	2.9	3	4.2	3.1	4
2410012M07Rik	0	0.9	0.6	0.9	0.6	1	0.5	1.1	0.3	0	0.3	1.2	0.5	0.2	0.5
2410015M20Rik	4.7	6.3	6.6	6.6	6.7	6.5	6.8	6.4	6.7	6.8	7	6.4	7.1	7.1	7.2
2410016O06Rik	2.5	3.2	3	3.5	3.2	3.4	3.3	3.3	3.2	3.8	3.6	3.2	3.2	3.2	2.5
2410018L13Rik	1.9	2.7	2.7	3	2.9	2.6	3.1	2.1	3.5	2.9	3.7	1.7	3.2	3.6	3.5
2410018M08Rik	3.3	5.2	5.1	5.2	5.1	5.2	5	5.1	5.4	5.5	5.6	4.9	5.7	5.3	5.2
2410076I21Rik	0	1.7	0	0.6	0.6	0.6	1.2	0.6	1.9	0	0.4	0	0	1.1	0
2410088K16Rik	0	1.7	0	1.2	1.3	1.2	2.6	1.1	1.1	0	0	1.6	0	0	0
2410089E03Rik	1.4	1	1.1	0.8	1.2	0.9	1.3	0.9	1.7	1.1	1.2	0.9	1.3	1.4	1.8
2410127L17Rik	4.3	4.8	4.9	4.8	4.8	5.1	4.7	5.4	5.2	5.3	5.1	5.3	5.2	5.2	5.5
2410131K14Rik	1.8	2.5	2.7	1.8	2.2	2.1	1.6	2.3	1.5	3.1	3	2.1	1.9	1.3	3.3
2410137F16Rik	0.3	0	0.1	0	0.8	0.1	1.4	0.1	0	0	0.7	0.2	0	0	0.4
2410141K09Rik	0	0	0.9	1.1	0.5	0.6	0	0	0	0	0.8	1.5	0	1.8	0
2500004C02Rik	1.8	1.9	3.3	2.9	3.1	2.2	2.8	1.4	2.2	1.2	1.8	2	2.5	2.9	2.1
2510002D24Rik	2.6	3.2	2.3	2.7	2.6	2.8	2.8	2.9	2.9	3.3	2.4	1.7	3.1	2.4	2.3
2510003E04Rik	1.9	3	2.5	2.8	2.5	2.8	2.5	2.7	2.4	2.8	2.2	2.9	2.9	2.7	3.2
2510039O18Rik	1.9	2.2	2.1	2.2	2.4	2.4	2.7	2.6	1.9	2.6	1.9	2.3	2.7	2.2	2.7
2510049J12Rik	0	0	0.7	0	0.4	0.4	0	0.8	0	0	0	0	0.3	0	0
2600006L11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610001J05Rik	3.6	4.5	4.9	4.6	4.7	4.8	4.5	4.9	4.9	4.9	4.8	4.7	5.3	4.8	4.7
2610002J02Rik	4.4	5.2	4.8	5.2	4.9	5.3	4.9	5.3	5.2	5.4	5.2	5.2	5.4	5.6	5.5
2610002M06Rik	0.3	1.3	1.1	0.7	0.9	0.6	0.6	0.4	1.4	0.8	0.9	0.8	0.3	1.4	1.7
2610005L07Rik	2.7	2.9	2.7	2.7	3	2.7	3.2	2.6	2.8	3	2.7	1.9	2.9	2.7	2.5
2610008E11Rik	0.7	1.7	2	1.3	1.7	1.4	1.4	1.5	2.6	2	1.8	1.3	2.5	1.5	1.8
2610015P09Rik	2.1	2.4	2.6	1.8	2.5	2	2.4	2.2	2.5	1.9	2.5	2.6	2.7	2.8	3.1
2610018G03Rik	1.1	0.8	1.5	1.7	1.7	1.6	1.9	1.4	1.4	1.2	0.2	1.1	0.2	1.1	1.5
2610019E17Rik	6.2	6.3	6.5	7.1	6.7	6.8	6.8	6.4	7.2	6.9	6.9	6.7	7.3	7.3	7.1
2610019F03Rik	1.6	1.4	0.6	0.7	0.7	0.8	0.8	0.8	0.2	1.6	0.6	0.2	0.2	1	0.6
2610020C07Rik	0.4	0.2	0.2	0.6	0.5	0.3	0.8	0	1.1	0.4	0.4	0.8	0	1.8	0.2
2610020H08Rik	0.5	0.8	0.2	0	0.7	0.4	1.2	0.8	1.2	1.6	0.4	1.5	1.2	1.4	0.6
2610034B18Rik	0	0.9	0.2	1.1	0.7	0.9	1.1	0.7	1.2	0.7	1	1.9	1.2	1.4	1.8
2610035D17Rik	0	0	1.9	0.7	1.4	0.9	0.9	1	0	0.2	0.9	0	0.7	1.8	1.6
2610035F20Rik	0.8	1.9	1.4	1.9	1.6	1.7	1.7	1.4	1.4	2.6	1.9	2.3	2	0	0
2610044O15Rik8	1.6	4.1	2.9	3	3	3.1	3	3.2	3	2.3	3.1	3.4	3.9	3	3.9
2610100L16Rik	0.7	0	0	0	0.3	0	0.6	0	0	0	0	0	0	0	0
2610203C20Rik	0	0	0	0	0	0	0	0	0	1.1	0	1	0.2	0	0
2610204G22Rik	0	0	1.9	0	1.3	0.3	0.7	0.5	0.8	0.8	0	0.7	0	0	0
2610301B20Rik	1	1.7	1.9	0.8	2.1	1.6	2.3	2.4	3.4	2.6	2.6	1.6	3.1	2.4	3.1
2610301G19Rik	0.7	2	2.3	1.8	2.3	1.8	2.2	1.7	2	3	2.2	2.8	2.4	2	2.2
2610305D13Rik	3.4	4.1	4.6	4.6	4.5	4.4	4.4	4.1	3.9	4.7	3.5	4.4	4.2	4.3	3.9
2610306M01Rik	2.3	2.3	2.2	1.5	2	1.6	1.7	1.7	1.8	2.9	1.2	0	2.5	2.8	2.3
2610307P16Rik	1.9	1.3	1.8	1.4	1.8	1.2	1.8	1	2.3	1	2.6	1.8	2	1.5	1.4
2610318N02Rik	2.2	4.6	4.6	4.2	4.1	4.1	3.6	4	4.2	4.9	4	4.4	4.5	4	4.4
2610507B11Rik	2.5	3.7	3.5	3.7	3.5	3.7	3.5	3.7	3.7	4	3.6	3.9	3.8	4.2	3.7
2610507I01Rik	1	1.2	1.3	1.2	0.9	1.4	0.5	1.5	0.8	1.8	0.1	1.3	1.3	1.7	2.1
2610524H06Rik	4.2	3.8	4.6	4.3	4.7	4.5	4.8	4.6	4.5	5	4.4	3.6	4.6	4.8	4.4
2610528A11Rik	0	1.1	0	1.2	0	1	0	0.7	0	0	0	0	0	0	0
2610528J11Rik	2.5	3.4	3.9	4.7	3.4	4.5	2.9	4.2	0	4.3	2.3	4.9	3.3	3.7	0
2700029M09Rik	4.7	5.7	5.9	5.6	5.6	5.7	5.3	5.8	5.2	6	6.3	5.9	5.8	5.8	6
2700038G22Rik	3.4	3.5	3.7	4.1	3.6	3.7	3.5	3.2	4.3	3.8	4	2.8	3.9	4.1	3.7
2700046G09Rik	0	0	0	0.6	0.4	0.5	0.7	0.3	1.6	0.8	0.8	1.4	0.7	0.6	0
2700049A03Rik	2.3	2.8	2.6	2.4	2.7	2.7	2.8	2.9	2.5	2.6	2.7	3	2.6	2.5	2.1
2700050L05Rik	1.8	1.9	2.2	1.5	2.3	1.6	2.3	1.7	2.2	1.7	2.6	2.6	2.9	2.5	2.4
2700060E02Rik	5.9	7.2	7.3	7.3	7.3	7.3	7.3	7.3	7.2	7.6	7.6	7.6	7.5	7.6	7.7
2700062C07Rik	2.5	3.7	3.9	4.5	4.3	3.9	4.7	3.2	3.8	4.3	4.3	4.3	4.5	4.7	4.4
2700081L22Rik	0	0	0	0	0	0.7	0	1.3	0	0	0.6	0	0	0	1.7
2700081O15Rik	0.8	0.5	1.7	0.8	1.6	1	1.4	1.1	1.8	1.2	1.7	1.4	1.3	1.6	1.3
2700089E24Rik	2.7	3.9	3.3	3.4	3.6	3.7	3.9	4	3.2	3.6	3.7	3.9	4.2	3.4	3.7
2700094K13Rik	7.7	9.1	9	8.9	9.1	9	9.2	9	9.4	9.1	9.5	9.3	9.4	9.4	9.6
2700097O09Rik	3.8	5	5.7	4.5	5.5	4.8	5.2	5.1	5	5.8	5.5	4.7	5.4	5.5	5.4
2700099C18Rik	2.4	3.4	3.3	3.6	3.2	3.3	3.1	3	3.2	2.8	3	3.8	3.8	3.1	3.8
2810001G20Rik	1.9	4	2.8	2.7	2.7	3.2	2.6	3.6	2.5	3.1	3	2.7	3.9	3.7	3.1
2810002D19Rik	3.1	2	2.9	3.1	2.7	3	2.4	2.9	1.7	3.2	2.4	3.8	3.1	2.7	3.8
2810004N23Rik	6	6.7	6.8	6.8	6.9	6.8	6.9	6.8	6.7	6.7	6.6	6.9	7	7.1	7
2810006K23Rik	1.9	3.7	3.1	4.1	3.1	3.6	3	3.1	3.5	3.4	3.9	4.1	3.5	3.8	3.8
2810008D09Rik	4.9	6	5.8	5.9	5.7	6	5.6	6.1	5.6	5.9	6	5.2	5.6	5.6	6.5
2810011L19Rik	1.1	1.8	2.1	1.7	1.8	1.3	1.4	0.9	0.1	1.3	0.6	1	0.3	2.1	1.8
2810013P06Rik	1.3	1.7	1.2	3.1	1.8	2.6	2.4	2.1	1.8	2.3	2.4	2	3.5	3.5	2
2810021J22Rik	1.2	0.8	1.4	0.6	1.4	0.5	1.4	0.4	1.6	0.3	1	1.6	0.6	0.6	1.8
2810025M15Rik	5.6	6.9	7.3	7.1	7.1	7	6.8	6.8	6.4	7.2	6.7	6.8	7.2	7	6.7
2810029C07Rik	0.5	0.2	0.2	0.9	0.1	0.5	0	0	0	0	0	0.4	0	0	0
2810047C21Rik1	0	1.7	0.3	0.3	1.2	1	2	1.6	1.7	0	1.8	1.8	0.7	1.8	2.1
2810403A07Rik	2.9	3.1	3.6	3.3	3.7	3.3	3.7	3.3	3.5	3.5	3.9	3.3	3.9	3.6	3.8
2810403D21Rik	1.4	0	1.1	1.5	1	1	0.8	0.5	1.1	1.8	0.3	0	2.6	0	1.5
2810407C02Rik	3.1	3.4	4.1	3.7	4	3.8	3.9	3.8	3.9	3.8	4.2	4.1	3.7	4	4.3
2810408A11Rik	0.5	0.7	1.6	2.1	1.7	2.3	1.7	2.5	1.4	1.7	1.7	2.1	1.5	2.3	2.2
2810408I11Rik	4.5	5.8	5.8	5.7	5.7	5.8	5.6	5.8	5.4	5.2	5.2	4.7	5.7	5.6	6.3
2810408M09Rik	2.7	3.9	4	3.7	3.8	3.8	3.6	3.9	4.3	3.8	4.5	3.9	3.9	4	3.9
2810410L24Rik	0.9	1.2	1.8	1.1	1.1	0.8	0.3	0.5	1.3	1.2	1	0.8	0.3	0.6	1.1
2810417H13Rik	5.4	6.2	6.2	6	6.3	6.2	6.4	6.4	6.3	6.5	6.5	6.7	6.6	6.3	6.4
2810428I15Rik	5	5.6	5.4	5.5	5.7	5.8	6	6.1	5.9	6.1	6	6.2	5.7	6.4	6.1
2810429I04Rik	2.6	2.1	3.5	2.9	3.3	2.8	3	2.6	2.7	3.7	2.3	2	3.6	2.5	1.6
2810433D01Rik	0	0	0	0	0	0.2	0	0.4	0.3	0	0	0	0	0	0
2810442I21Rik	0.6	0.3	0.4	0.5	0.3	0.3	0.1	0	0	0	0.2	0	0	0.5	0
2810454H06Rik	0.6	0.8	0	0.8	0.4	0.8	0.7	0.8	0.4	0.4	1.4	1.1	0.3	1.2	0.6
2810459M11Rik	0	0.1	0	0.6	0.2	0.4	0.3	0.1	0.1	0.5	0.3	0.1	0.3	0	0
2810468N07Rik	0	0	0	0	0	0	0	0	1.2	0	0	0	1.1	0	0
2810474O19Rik	3.9	4.9	4.6	4.6	4.5	4.6	4.3	4.6	4.1	4.6	4	4.6	4.3	4.4	4
2900002K06Rik	0	1	1.3	0	0.7	0.5	0	1	0	0	0.4	0	0	0	0
2900008C10Rik	0	1.6	0.3	1	0.5	0.8	0.6	0.6	1.4	0.8	1.2	0.6	1.9	1.1	2.1
2900009J06Rik	0	3.4	1.1	1.2	0.6	1.7	0	2.2	2.7	0	0.9	1.1	1.1	1.6	1.9
2900011O08Rik	1.4	3.2	3.7	3.9	3.5	3.8	3.3	3.6	2.5	3.5	2.4	3.4	3.4	2.4	2.5
2900026A02Rik	0.6	1.2	1	1.1	1.1	1.5	1.1	1.9	1	1.6	0.4	1.7	0.8	1.4	0.5
2900041M22Rik	1.5	2.1	3.2	2.8	2.4	2.5	1.5	2.2	1.4	2.9	0.5	2.1	2.9	1.4	1.3
2900056M20Rik	1.2	1.5	1.4	1.4	1.8	1.5	2.2	1.5	1.7	1.3	2	1.6	2.1	0.9	2
2900060B14Rik	0	0	0	1.9	0	1	0	0	1.3	0	1.9	1.3	0	1.2	1.5
2900076A07Rik	1.6	2	1.9	1.9	1.8	1.8	1.7	1.6	1	0.9	0.7	2	2.4	2.6	2.7
2900092D14Rik	0.8	0	0.2	0	0.1	0.1	0	0.2	0	0	0	0	0.6	0	0
2900093L17Rik	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0
2900097C17Rik	3.7	4.7	4.5	4.7	4.7	4.9	4.8	5	4.7	4.8	5.1	5.1	5.3	5	5.1
3000002C10Rik	1.2	1.6	0	1.4	0.9	1.3	1.8	1.1	1.4	1.1	1	1.2	2.1	2	2
3010001F23Rik	0	0	0.9	0	1.1	0.3	1.2	0.6	0	1.4	0	2.5	0	0	0
3010026O09Rik	1.9	2	3.6	1.9	3.4	2.2	3.1	2.5	3.4	2.6	3.2	2.7	3.7	4	2.7
3110001D03Rik	5.6	6.7	6.5	6.8	6.4	6.9	6.3	6.9	6.6	7	6.7	6.3	6.7	7.2	6.5
3110001I22Rik	1.5	2.2	2	1	2.1	1.3	2.2	1.5	2.1	1.9	2.9	2.4	2	2.9	2.8
3110002H16Rik	2.3	0.4	2.2	1	1.3	0.6	0.4	0.2	1.7	1.9	2.1	1.9	1.2	2.8	2.9
3110007F17Rik	0.9	1.7	1.6	1.6	2.1	1.7	2.5	1.7	1.2	0.5	0.7	0.9	0.5	1.7	0.4
3110009E18Rik	2.8	5	5.1	4.6	5.3	5	5.4	5.4	4.1	4.5	5.3	4.2	4.5	5.5	4.9
3110021A11Rik	0	2.2	1.9	2.5	2.3	1.8	2.6	1	2.7	1.7	1.5	0.6	2	1.8	0
3110021N24Rik	0.9	0.7	1.5	0.5	1	0.7	0.5	0.8	0.8	1.7	0	0.8	0.7	1	0.8
3110040N11Rik	2	3.6	3	3.4	3.2	3.4	3.4	3.3	3.9	4.4	4	3.7	3.7	3	3.6
3110043O21Rik	1.9	1.3	1.8	1	1.4	1	0.9	0.9	1.1	1	0.5	2.1	2	1	0.8
3110045C21Rik	2.2	2.3	1.7	1.6	2.1	1.8	2.5	2	1.2	1.8	3.4	0.4	1.6	1.4	2.5
3110052M02Rik	1	0.1	0.4	0.1	0.8	0.1	1.1	0	0.8	0.2	0.4	0.6	0.2	0	2
3110056K07Rik	1.3	0.7	3.1	1.7	2.9	2.1	2.7	2.4	2.2	1.9	3	3.2	2	1.8	2.9
3110057O12Rik	0.7	1.2	1.4	0.6	0.9	0.8	0.3	1	0	0.2	0.1	0.8	0	0.3	0
3110062M04Rik	0.7	1	1.5	1.5	1.1	1.3	0.7	1	1.5	0.6	1.5	0.6	0.6	0.9	2.2
3110079O15Rik	0	0	0	0	1.1	0	2.1	0	2.7	0	0	0	0	0	1.5
3110082I17Rik	3.2	4.3	5.5	5	5.2	5.1	4.8	5.1	4.6	5.3	4.7	5.4	5.5	5.3	5.1
3200001D21Rik	0	0	0.7	0.2	0.6	0.6	0.4	0.9	1	0.4	0.3	0.4	0.5	0	0.4
3230401D17Rik	4.2	4.7	4.8	4.9	4.9	4.8	4.9	4.7	4.4	4.6	4.7	4.6	4.5	5.3	5
3632451O06Rik	0	1.5	2	1.3	1.3	1.4	0.6	1.5	1.7	0.6	1	2.6	1.1	0.5	0.4
3632454L22Rik	0.7	0	0.3	0	0.2	0.3	0.1	0.6	0	0	0.5	0	0	0	0.5
3830403N18Rik	0	0	0	0.9	0	0.5	0	0	0.5	0	0	0	0	0	0
3830406C13Rik	0	1.5	0.7	2	0.5	1.6	0.2	1.2	1.2	1.4	1.2	0	0.4	1.7	1.5
3930402G23Rik	0	0.2	0.2	0.2	0.1	0.1	0	0	0	0	0	0.3	0	0	0
4632415K11Rik	0	1.3	0.7	0	1	0.3	1.3	0.6	0.2	0	0	0	2.2	1.5	0.1
4632415L05Rik	1.3	2.2	1.7	1.8	1.5	2	1.2	2.1	0.6	2.1	1.4	1.8	1.7	1.8	1.6
4632427E13Rik	2.3	0	2	1.3	2.4	1.5	2.7	1.6	0	0.7	1.7	3.4	3.3	2.1	2.4
4632434I11Rik	1.3	2.3	2.4	1.9	2.3	2.3	2.1	2.6	2.3	1.9	2.8	2.1	0.8	2.2	1.6
4732415M23Rik	1.5	2.3	1.5	0	0.8	0	0	0	0	0	0.8	0	0	0	0
4831440E17Rik	0.2	0	0.4	0.3	0.2	0.3	0	0.2	0.2	0	0.1	0.1	0.1	0.4	0
4833412C05Rik	0	1.1	0	0	0	0	0	0	0	0	0.6	0	0	1.8	0
4833417C18Rik	0	1.1	0.3	1	0.3	1	0.3	0.9	1.3	1.6	0.7	0.8	2.5	2.8	0.3
4833420G17Rik	2.1	3.1	3.3	3.2	3.4	3.2	3.5	3.1	3.8	3.6	3.8	3.7	3.7	2.7	3.5
4833422C13Rik	1.6	0.3	0	0.3	0.2	0.5	0.3	0.7	0	0.4	0.1	0	0.2	0.6	0
4833439L19Rik	3.4	5.3	5	5.1	4.8	4.9	4.6	4.7	4.8	5.2	5.4	5.3	5	5.1	4.8
4921508A21Rik	1.2	0.7	0.5	0.3	0.6	0.4	0.6	0.5	1	0.6	0.6	0.6	0.5	0.7	0.2
4921511C20Rik	0	0	1	1.2	0.7	0.6	0.3	0	0	0	0	0	0	0	0
4921524J17Rik	2.3	2.9	2.9	3.5	3.1	3.6	3.3	3.6	3.6	3.4	4.1	3.6	3.8	2.7	3.9
4921530L18Rik	0	0	0	0.7	0.3	0.4	0.6	0	0	0	0.4	2	0	0.5	0
4921531C22Rik	1.1	0.5	0.8	1.8	1.1	1.6	1.3	1.3	0.5	0.7	0.6	0.8	0.8	1	0
4922501C03Rik	1	1.6	1.5	1.8	1.2	1.6	0.9	1.4	1.4	1.2	1.5	1.2	0.7	1.2	1
4930402H24Rik	0	0	0.3	0.7	0.4	0.5	0.5	0.3	0	1	0.8	0.6	0	0.2	0.3
4930404A05Rik	0	0	0	0	0	0.6	0	1.2	0	0	0	0	0	0	0
4930404N11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6
4930405A21Rik	0.9	0.9	0	0	0	0	0	0	1.7	0	0	0	0.8	0	1
4930405P13Rik	0	0	0.6	0	0.8	0.3	1	0.6	0	0	0	0	0	0	0
4930414L22Rik	0.5	1.8	2.5	2.3	2.1	2.2	1.7	2	1.7	1.3	2.6	0.6	1.6	2.5	1.6
4930414N06Rik	1.3	0	0	0	0.4	0.4	0.8	0.8	1.7	0	0	0	0	0	0
4930415L06Rik	0	0	0	0.2	0.3	0.2	0.6	0.2	0	0	0	1.1	0	0	0
4930415O20Rik	1.4	0.9	0	0	0.7	0	1.4	0	0	0	0	0	2.1	0	1.6
4930417O22Rik	0.7	0	0	1.3	0	0.9	0	0.4	0	0	0	0.4	0	0	0
4930422G04Rik	1.3	1.9	1.6	2.1	1.7	2.1	1.8	2.1	1.5	1.9	2.3	1.7	0.9	1.4	2
4930426D05Rik	1.5	0.9	2	1.9	2	1.4	1.9	0.9	1.2	1.3	0.5	1.8	1.5	2.4	0.6
4930427A07Rik	2.4	3.2	3.3	3.4	3	3.3	2.7	3.2	2.1	2.8	2.1	2.4	2.5	3.4	3.1
4930429B21Rik	0.5	0	0.4	0.3	0.7	0.9	1	1.5	0.2	1.5	0.7	0.4	0	1.4	0
4930430F08Rik	0.9	2.3	2.3	2.7	2.1	2.6	1.8	2.5	2.5	2.4	2.7	2.1	2	2.3	2.7
4930431F12Rik	1.4	0.6	0.2	0.8	0.1	0.8	0	0.8	0.2	0.2	0	0.4	0	0.2	0.2
4930432K21Rik	0	0	0.2	0.2	0.4	0.8	0.6	1.3	0.9	1	0	0	0.9	0	0.7
4930444A02Rik	0.9	2	1.2	1.6	1.5	1.4	1.7	1.2	1.1	1.5	1.7	1.9	1.2	1.4	0.3
4930444F02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
4930444M15Rik	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0.9	0
4930447C04Rik	2.3	2.9	2.8	3	2.5	2.8	2.2	2.6	2.9	2.5	2	3.3	2.4	2.5	2.2
4930449E01Rik	1.4	0	0	0	0	0	0	0	0.8	0	0	0	0	1.2	0
4930452B06Rik	0.3	0.2	0.7	0	0.5	0	0.2	0	0.9	0.2	0.8	1	0.6	0.8	0.1
4930453N24Rik	3.3	4.2	4.6	4.3	4.3	4.1	4	3.9	4	4.1	4.8	5	5	4.7	4.8
4930455C13Rik	0	0.5	0.4	0.5	0.2	0.3	0	0	0	0	0.6	0	1.5	0	0.4
4930455F23Rik	0.8	1	1.3	1.8	1.3	0.9	1.2	0	0.8	0.7	1.5	1.1	0.6	1.7	0.4
4930459L07Rik	0	0	0	0	1	0	1.9	0	0	0	0	0	0	0	0
4930461G14Rik	0	0	2	0	1.7	0	1.3	0	1.4	0	0	0	0	0	0
4930467D21Rik	0.8	0.6	0.3	0	0.4	0	0.5	0	0	0.6	0.1	0	0.5	0	0
4930467E23Rik	0	0.8	0.2	0.5	0.1	0.4	0	0.2	0.2	0.6	1	0.2	0	0.2	0.6
4930468A15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930470H14Rik	8.6	7.1	7.2	7	7	7.2	6.8	7.3	6.5	6.8	6.3	6.6	6.1	6.3	6.3
4930474G06Rik	0	0.6	0	0	0.2	0	0.4	0	0	0	0	0	0	0	0
4930474H20Rik	0	0	0	0	0	0.2	0	0.3	0	0	0	0	0	0	0
4930479M11Rik	0	0	0	0	0	0.5	0	0.9	0	0	1.2	1.1	0	0	0
4930480K15Rik	0.4	0	0	0	0	0.1	0	0.2	0	0	0	0.5	0.8	0	0.6
4930481A15Rik	0.4	1.6	1.3	0.4	0.7	0.8	0	1.2	0.7	0.2	1.1	0	1.3	0	0.9
4930486L24Rik	0	0	1.5	0	0.9	0	0.3	0	0	1.3	0.2	1	0.3	1.1	0.3
4930487H11Rik	0	0	0	0	0	0	0	0	0.5	0	0	0	1.2	1.1	0
4930500J02Rik	1.9	3.9	3.8	3.2	3.6	3.4	3.3	3.5	3.2	3.2	2.2	2.4	2.8	3.6	3.7
4930503L19Rik	1.6	2.2	1.4	2.2	2.1	2.3	2.8	2.3	1.9	2.2	2	2.1	2.3	2.1	2.5
4930506M07Rik	0	0.4	0	0	0	0.3	0	0.6	0.1	0	0	0	0.7	0	0
4930507D05Rik	0	0.4	0.5	1.2	0.8	0.9	1	0.6	0.6	0.5	1.1	1.1	0.4	0.2	1.4
4930509E16Rik	0	0	0	0.5	0	0.3	0	0	0	1.1	0	0	1.7	0	0
4930511M06Rik	1.4	0.8	1	0	1	0.4	0.9	0.7	0.6	0.8	0.8	0.6	0.3	0.4	0.6
4930515G01Rik	0	1.2	0	0.8	0.5	0.6	0.9	0.4	0	0	0	0	0	0	0
4930515L19Rik	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930519F09Rik	0.6	1	1.2	1.2	0.9	0.8	0.5	0.3	0.9	0.9	0.4	0	0.3	0.3	1.7
4930519H02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930522O17Rik	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930524O05Rik	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0
4930526I15Rik	1.3	0.8	1.4	0	0.9	0	0.4	0	1.3	0.9	0.6	1	0	1.3	0.6
4930526L06Rik	1.4	1.4	2	2.2	1.9	1.9	1.7	1.6	1.1	0.4	1.5	0	0.8	1.6	0
4930528D03Rik	0	0	0.7	0	0.4	0.4	0	0.7	0.4	0.6	0.3	0	0	0	0.3
4930539J05Rik	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0
4930548H24Rik	0	0	1.1	0	1.4	0.3	1.6	0.6	0.3	1.3	0.4	0	0	0.3	0
